ID x y V BV pmRA pmDE
103 1220.98 1062.79 20.84 1.46 -0.28345822962542766 6.826992807391994
1014 1200.78 938.09 20.87 1.48 -0.6505885184080055 7.199913081620505
1015 978.93 930.42 20.46 1.54 -0.8665791474292819 7.363576675135561
1019 1020.1 892.88 20.67 1.19 -0.8429691987539297 7.98782076824626
1020 1032.26 1056.5 20.52 1.54 -0.7674755750439073 7.313790974898098
1023 1035.62 1185.69 20.44 1.26 -1.460012418739654 6.885931915425039
126 1010.2 1128.07 20.7 1.3 -1.4465164147109348 7.82505972454603
1027 1163.97 987.42 19.93 1.44 -0.83481104389676 7.749038404184169
128 1027.74 946.58 20.44 0.94 -1.0568600368796006 7.2013297708543575
130 1173.27 1067.02 20.62 1.24 -0.24638942178165057 6.910079447964701
131 1028.57 1031.59 20.27 1.2 -1.1059351711454912 7.1592967354460715
1032 1245.55 941.49 20.14 1.35 -0.4765569061731502 7.6192440579322165
133 1133.75 962.17 20.1 1.47 -0.5308674548267299 7.503232494578594
134 960.92 1041.32 20.08 0.96 -0.46011996659519633 6.955244959868803
135 1128.66 878.1 20.18 0.99 -0.565108516483654 6.638101963432224
1036 1027.97 987.72 19.65 1.23 -1.0310904797008194 7.281698204970584
137 897.19 1051.49 19.74 0.88 -1.246708846839005 7.1042333624706115
138 977.53 1030.88 19.83 0.93 -0.7330671266605594 7.397145518710981
139 1042.25 975.57 19.77 1.1 -1.3811838620587071 7.487598752236749
1040 1004.32 1005.37 19.38 1.24 -1.2872384993435348 7.119352876315999
1041 1015.96 1016.64 19.33 1.13 -0.8615606402189392 6.818369416851312
142 1005.3 1024.16 19.84 1.08 -0.34865446143032963 7.055386550027967
1043 1087.91 989.6 18.99 0.94 -0.6872330531854777 7.748249290765985
1044 1076.64 1177.58 19.03 1.23 -0.6386217966052378 7.832394965938304
145 947.97 1036.98 19.39 1.23 -0.6574881407876533 7.0228224467504035
146 883.91 995.04 19.18 1.05 -0.8995044149732867 6.1816906704556756
1047 1001.27 1066.0 19.09 1.19 -1.0778940446594545 6.875754310288976
1048 1028.95 1181.76 18.99 1.01 -0.5225492445001799 7.079283717210683
149 1057.88 1025.47 19.26 1.07 -1.303270211422404 6.437637271665267
1050 1086.7 982.56 18.75 1.13 -0.7851378061134833 6.927337360035844
1051 1018.38 1049.34 18.5 1.08 -0.6240678573486809 7.670937306914884
152 1109.73 997.41 19.06 1.04 -0.6979624441534079 7.572475448643149
153 1051.99 1096.73 19.04 0.97 -0.2012098406207269 6.499789525263377
154 1058.68 901.9 18.86 1.06 -0.4121731414890144 6.742700580338093
1055 953.49 1029.34 18.36 0.83 -0.6960160125854263 7.244878688303348
1056 1104.45 1175.72 18.16 0.88 -1.0199743403559227 7.219117086945148
157 986.51 1158.36 18.81 0.83 -1.057586044733963 7.2175252036659545
158 988.26 973.51 18.67 0.8 -1.2574925230194278 6.429011607916854
1059 994.86 982.05 18.36 1.0 -0.8353128003455437 6.771364915851102
160 1100.02 1208.0 18.63 0.88 -1.2846533375050306 7.5679005425180685
161 1126.12 1131.83 18.57 1.04 -0.8140089708752651 6.819698082217637
162 1131.8 907.23 18.47 0.91 -0.5956566910518988 8.142726069300371
1063 840.3 1001.69 17.73 0.95 -0.2461517171162787 7.100012495236192
1064 1031.65 1013.54 17.94 0.99 -0.9620605268360036 6.8716551462411255
1065 974.98 882.78 18.02 0.82 -0.8684277506587578 7.788130550778294
166 948.93 935.87 18.31 0.84 -0.6758600200316011 7.511400156908805
167 1047.74 1073.49 18.31 0.9 -0.8747798285890669 7.011350007484089
168 1008.37 1142.7 18.07 0.84 -0.17360413776473094 6.79172306277382
169 924.06 1205.07 18.18 0.8 -1.1877833450043553 6.3170754881013105
1070 986.63 1039.26 17.6 0.84 -1.393681975694849 7.347739278575049
1071 1001.51 945.11 17.55 0.83 0.4971700423007346 7.2912232483229875
1072 873.23 1075.01 17.32 0.79 -1.037310623519286 7.100354052762391
1073 1010.39 876.1 17.14 0.84 -0.6003007519797268 6.9255306835323385
174 1095.97 956.81 17.73 0.82 -1.3022810799556996 7.217755192284175
175 1148.21 1064.51 17.79 0.88 -0.8159046746285507 6.400295864850206
176 881.0 1027.83 17.6 0.74 -0.9048466077262367 6.7358307649011655
1077 1023.47 1064.12 16.8 0.67 -0.7512545512928812 7.034855375782199
1078 961.03 1029.47 16.95 0.78 -0.05178569823007284 7.170986544467411
1079 1008.62 951.29 16.77 0.82 -0.931764495119342 6.611717541729734
1080 992.47 975.39 16.73 0.7 -0.7772929791552969 7.275468701525025
1081 1067.23 1115.15 16.57 0.76 -0.7633363719527148 8.016733848879639
182 1099.04 945.62 16.8 0.64 -1.0183925413427375 7.612819501703402
1083 1129.56 1013.61 16.28 0.72 -0.4194058065801878 7.674499651340657
184 985.38 1095.75 16.59 0.75 -1.091439311592262 6.594499315790576
1085 885.92 944.0 15.92 0.69 -0.3420803553413824 7.291675411561004
1086 1186.6 1048.32 15.52 0.69 -0.7247692185922174 8.222023081958675
1087 979.6 1016.8 15.57 0.78 -1.0869156337287444 6.810197491867819
188 1197.13 924.23 15.71 0.73 -0.9185815536964852 7.292763339321377
