ID x y V BV pmRA pmDE
103 1220.98 1062.79 20.84 1.46 -3.19535592728146 -4.234548765884639
1014 1200.78 938.09 20.87 1.48 -3.407815228341705 -4.735409278881093
1015 978.93 930.42 20.46 1.54 -4.026903058539689 -3.9768415909774046
1019 1020.1 892.88 20.67 1.19 -3.3029370434872938 -4.553413133328706
1020 1032.26 1056.5 20.52 1.54 -3.500741981054256 -4.052014677484026
1023 1035.62 1185.69 20.44 1.26 -3.095133514326477 -4.821814059192691
126 1010.2 1128.07 20.7 1.3 -3.0713782409117214 -3.9053183637929063
1027 1163.97 987.42 19.93 1.44 -3.7120766160367933 -4.864863545363765
128 1027.74 946.58 20.44 0.94 -3.3264240931070166 -4.25926510349182
130 1173.27 1067.02 20.62 1.24 -3.233968180318612 -3.6736010550865306
131 1028.57 1031.59 20.27 1.2 -3.7435912368703232 -4.926535769264936
1032 1245.55 941.49 20.14 1.35 -3.322076300749743 -4.318091661129623
133 1133.75 962.17 20.1 1.47 -3.492625060897525 -4.093445062797292
134 960.92 1041.32 20.08 0.96 -3.5542923787096146 -4.505299143633459
135 1128.66 878.1 20.18 0.99 -3.3882492281171674 -4.758923995906017
1036 1027.97 987.72 19.65 1.23 -3.7449038813759823 -4.2465298459869825
137 897.19 1051.49 19.74 0.88 -2.9199887891197203 -3.912229790781355
138 977.53 1030.88 19.83 0.93 -3.197916963579704 -4.186989246121151
139 1042.25 975.57 19.77 1.1 -4.027496853572588 -4.307751638469326
1040 1004.32 1005.37 19.38 1.24 -3.2754012358164046 -4.794487897696662
1041 1015.96 1016.64 19.33 1.13 -3.539411481499987 -4.1259505104110765
142 1005.3 1024.16 19.84 1.08 -3.508583899319815 -5.038941226773139
1043 1087.91 989.6 18.99 0.94 -3.3656014674926653 -4.361168314272673
1044 1076.64 1177.58 19.03 1.23 -3.97680536377453 -3.923342058779435
145 947.97 1036.98 19.39 1.23 -3.7502668141653372 -4.368638842443126
146 883.91 995.04 19.18 1.05 -3.864997860694659 -4.130220654311769
1047 1001.27 1066.0 19.09 1.19 -3.1419213734183957 -4.652586246544419
1048 1028.95 1181.76 18.99 1.01 -3.5617504997183635 -4.70233751027757
149 1057.88 1025.47 19.26 1.07 -3.4666468188801196 -4.070029150152037
1050 1086.7 982.56 18.75 1.13 -3.2508308551188145 -4.131409703542828
1051 1018.38 1049.34 18.5 1.08 -3.143232382864041 -4.141665680936668
152 1109.73 997.41 19.06 1.04 -3.290906015443128 -4.59494199262209
153 1051.99 1096.73 19.04 0.97 -3.6278215418535513 -4.254590922296719
154 1058.68 901.9 18.86 1.06 -3.1180500491722367 -4.454713825294142
1055 953.49 1029.34 18.36 0.83 -3.4501454145043815 -3.6483854225597088
1056 1104.45 1175.72 18.16 0.88 -3.3985423915923736 -4.906485020172978
157 986.51 1158.36 18.81 0.83 -2.972692051246376 -4.3632759258786775
158 988.26 973.51 18.67 0.8 -3.3036759122245503 -4.493775250805934
1059 994.86 982.05 18.36 1.0 -3.8002652681858047 -4.271342604683036
160 1100.02 1208.0 18.63 0.88 -3.6280492984441266 -4.279200345731245
161 1126.12 1131.83 18.57 1.04 -3.312521638977737 -4.141031377454934
162 1131.8 907.23 18.47 0.91 -3.3418410289838443 -4.134784803954202
1063 840.3 1001.69 17.73 0.95 -3.2495304874026565 -4.295766122537393
1064 1031.65 1013.54 17.94 0.99 -2.745486439923339 -5.300151725712348
1065 974.98 882.78 18.02 0.82 -3.097216955264883 -4.387586886260016
166 948.93 935.87 18.31 0.84 -2.652439457050922 -4.44863464563393
167 1047.74 1073.49 18.31 0.9 -3.9549368745443814 -4.393966973810719
168 1008.37 1142.7 18.07 0.84 -3.5413305043727044 -4.055445420318169
169 924.06 1205.07 18.18 0.8 -3.151403731048206 -5.225569476305091
1070 986.63 1039.26 17.6 0.84 -3.617131857836266 -4.560456951614137
1071 1001.51 945.11 17.55 0.83 -3.616800885401589 -4.4768656151438435
1072 873.23 1075.01 17.32 0.79 -3.73353051906053 -4.261880308884862
1073 1010.39 876.1 17.14 0.84 -3.9407736656449814 -4.660377122129472
174 1095.97 956.81 17.73 0.82 -3.0160664995746176 -3.813271437853361
175 1148.21 1064.51 17.79 0.88 -3.175960432472016 -4.4862627843994245
176 881.0 1027.83 17.6 0.74 -3.6249288569124167 -4.355817847070011
1077 1023.47 1064.12 16.8 0.67 -2.9763835583202707 -4.500123821397506
1078 961.03 1029.47 16.95 0.78 -3.6402107152203893 -4.374299500551867
1079 1008.62 951.29 16.77 0.82 -3.081290352778596 -4.766223680620083
1080 992.47 975.39 16.73 0.7 -3.3772536134603013 -4.945580533848644
1081 1067.23 1115.15 16.57 0.76 -3.7195050531855465 -4.272827711913936
182 1099.04 945.62 16.8 0.64 -4.175903491760001 -4.073091346233387
1083 1129.56 1013.61 16.28 0.72 -3.6839737946861146 -4.7534396989144705
184 985.38 1095.75 16.59 0.75 -3.4343015799804086 -4.8252450191696505
1085 885.92 944.0 15.92 0.69 -3.574273896375751 -4.584052953140369
1086 1186.6 1048.32 15.52 0.69 -3.1385236432381047 -4.264451217415301
1087 979.6 1016.8 15.57 0.78 -4.421558418093836 -4.55853756121853
188 1197.13 924.23 15.71 0.73 -3.578595873305248 -4.559734532273644
189 968.43 1061.53 15.56 0.72 -3.272416094007851 -4.237553349342749
190 1118.89 1062.14 15.3 0.64 -3.525190576756488 -4.1118190153082015
1091 1089.28 1139.2 14.17 0.62 -3.558165496211659 -4.707107614228838
1092 983.61 955.7 13.54 0.69 -3.845584769733447 -4.747677031983599
193 969.38 1101.33 12.87 0.63 -3.3128036610482354 -5.186035249976676
194 1003.41 1091.6 13.85 0.66 -3.7175072367840967 -4.856369746618236
20 43.79772886476121 410.9786043649219 18.949855745811924 1.3028371631879019 -4.342767953356833 -0.09031148876320505
21 301.7786155443471 614.2186026350403 20.497331015531028 1.7009126404002117 -2.4415348231134124 -2.208695681664463
22 892.5237558373112 885.9240988329996 20.463211713392297 1.2172297005155206 -1.8538938999896937 -3.083553473676459
23 769.3743975795126 247.24813132729423 18.590806972927975 1.8702429396872438 0.6110482438137357 -2.5269336851111843
24 1324.314766885404 1308.958754270408 17.852873455895196 1.0125770249656956 -1.157962295279396 -2.405889510801567
25 1376.5168341999786 1758.068889122947 19.336374921958384 0.5326800707682338 -2.5091242986637323 -3.1563717627067867
26 337.0783676445624 1222.2886849323406 17.054901044380472 1.4729472387192832 -4.092401870799499 -3.2288547374334398
27 1307.7517504134075 1120.8769995868206 17.42646887506419 2.2745286628248005 -1.1540056728745147 -0.5246840199288461
28 552.5523244683188 540.2939607963756 18.61177194415331 1.0816566793284792 0.6306136986394937 -3.601660708755926
29 198.089052886844 204.73650526953566 16.24898808404184 0.4491301345278258 -4.316443004589024 -1.1055713215437972
210 1955.5330431244163 1431.5387395008754 20.06114277045624 0.8275799214775648 -4.649191719939332 -2.2286530471275867
211 1928.1532279105677 687.6979527180358 21.04041525433963 0.5765031034949378 -2.921718507408809 -2.6234810292821766
212 1025.0367844326693 1701.5608873839997 19.997970649813016 0.472727987351697 -1.4441028280973653 -0.9978370392011121
