ID x y V BV pmRA pmDE
103 1220.98 1062.79 20.84 1.46 -3.431002425085636 0.5901680306031654
1014 1200.78 938.09 20.87 1.48 -2.388632157744561 0.7988604731539014
1015 978.93 930.42 20.46 1.54 -1.4274020542182886 0.6154438495942618
1019 1020.1 892.88 20.67 1.19 -2.7014527715508936 0.5727669033174259
1020 1032.26 1056.5 20.52 1.54 -2.683998169654861 1.2914893870123136
1023 1035.62 1185.69 20.44 1.26 -3.372071193630913 0.30871265434045
126 1010.2 1128.07 20.7 1.3 -3.1889283777501407 0.5544464605042776
1027 1163.97 987.42 19.93 1.44 -2.712467274972968 0.7863649490397022
128 1027.74 946.58 20.44 0.94 -2.7720423324663526 1.4099909519474827
130 1173.27 1067.02 20.62 1.24 -2.3600089938925994 0.8194560232678746
131 1028.57 1031.59 20.27 1.2 -2.6323725692877233 0.8958130781204034
1032 1245.55 941.49 20.14 1.35 -2.664415323421965 0.8317137157815986
133 1133.75 962.17 20.1 1.47 -2.5624965864929283 1.392598110453858
134 960.92 1041.32 20.08 0.96 -2.795620961031422 0.20226359332503174
135 1128.66 878.1 20.18 0.99 -3.01173948811564 1.1609066909840449
1036 1027.97 987.72 19.65 1.23 -1.886431356515662 -0.02299110069956123
137 897.19 1051.49 19.74 0.88 -3.034896773757996 0.9292383384209837
138 977.53 1030.88 19.83 0.93 -3.174671170246278 0.9979894256634678
139 1042.25 975.57 19.77 1.1 -2.059977318483884 0.6526611564543655
1040 1004.32 1005.37 19.38 1.24 -2.5677372616591945 1.3595241286738928
1041 1015.96 1016.64 19.33 1.13 -3.135778215321388 1.4495427277180806
142 1005.3 1024.16 19.84 1.08 -2.040200622318644 -0.18188314767904035
1043 1087.91 989.6 18.99 0.94 -2.606211536944223 0.5450090632581965
1044 1076.64 1177.58 19.03 1.23 -3.2530016815234077 0.700517141662291
145 947.97 1036.98 19.39 1.23 -3.186998634785829 0.742530181676155
146 883.91 995.04 19.18 1.05 -2.1937649105905974 1.5465364946925235
1047 1001.27 1066.0 19.09 1.19 -2.4382546909230474 0.5258980715712749
1048 1028.95 1181.76 18.99 1.01 -2.7670147299762604 0.34574064011245326
149 1057.88 1025.47 19.26 1.07 -2.5319395022614133 1.0551030024640742
1050 1086.7 982.56 18.75 1.13 -3.3897595028723044 1.2167547412525088
1051 1018.38 1049.34 18.5 1.08 -2.3689360433912308 0.5462194586330483
152 1109.73 997.41 19.06 1.04 -2.002664829427896 0.8089933506558674
153 1051.99 1096.73 19.04 0.97 -2.7555905515690724 0.7272194644967188
154 1058.68 901.9 18.86 1.06 -2.0075099049195524 1.329583314970864
1055 953.49 1029.34 18.36 0.83 -2.4467521745529894 0.9867309369299821
