ID x y V BV pmRA pmDE
103 1220.98 1062.79 20.84 1.46 0.9548325352448925 -1.6125731150900282
1014 1200.78 938.09 20.87 1.48 0.8104496032460133 -1.3895231495680025
1015 978.93 930.42 20.46 1.54 0.8845522719331795 -1.5628989406496205
1019 1020.1 892.88 20.67 1.19 1.2842662681960668 -1.9037827818052262
1020 1032.26 1056.5 20.52 1.54 1.4577390630125069 -1.886985939543583
1023 1035.62 1185.69 20.44 1.26 1.145765040193516 -1.5330780579923773
126 1010.2 1128.07 20.7 1.3 1.0488532198889493 -1.7621086898008815
1027 1163.97 987.42 19.93 1.44 1.0678162437547574 -1.828633125452357
128 1027.74 946.58 20.44 0.94 1.2808360785203794 -1.7786427686200794
130 1173.27 1067.02 20.62 1.24 0.9846559610952548 -1.4241150521426946
131 1028.57 1031.59 20.27 1.2 1.4974434289771004 -2.139302121921302
1032 1245.55 941.49 20.14 1.35 0.9661246922294596 -0.7583251301139768
133 1133.75 962.17 20.1 1.47 0.7748744857342127 -0.7431050083515436
134 960.92 1041.32 20.08 0.96 1.3206907978724487 -2.0056458317357357
135 1128.66 878.1 20.18 0.99 1.47692440071459 -1.1869403089449841
1036 1027.97 987.72 19.65 1.23 0.5382011052311569 -1.4026697280065168
137 897.19 1051.49 19.74 0.88 0.8965296077438303 -1.8588796576890882
138 977.53 1030.88 19.83 0.93 1.2408234573540824 -1.2648056071431737
139 1042.25 975.57 19.77 1.1 0.7556410164574654 -1.6331205337602503
1040 1004.32 1005.37 19.38 1.24 1.2411546840720864 -1.5447708774302693
1041 1015.96 1016.64 19.33 1.13 1.5820999247449323 -2.01908849520407
142 1005.3 1024.16 19.84 1.08 0.8236210020403165 -0.991956406265422
1043 1087.91 989.6 18.99 0.94 1.0067208024052046 -1.0728307098347096
1044 1076.64 1177.58 19.03 1.23 1.501146558862545 -2.2702499414599133
145 947.97 1036.98 19.39 1.23 1.7714119404850517 -1.6914324690077993
146 883.91 995.04 19.18 1.05 1.2276740050452237 -1.35964864653299
1047 1001.27 1066.0 19.09 1.19 1.4919608673693954 -2.0818946742733466
1048 1028.95 1181.76 18.99 1.01 1.6916650540212024 -1.8827728820494034
149 1057.88 1025.47 19.26 1.07 0.8063963066378516 -1.3691598346997198
1050 1086.7 982.56 18.75 1.13 0.6890109131533595 -1.6990577868425805
1051 1018.38 1049.34 18.5 1.08 1.3095055326852185 -2.0969937167675936
152 1109.73 997.41 19.06 1.04 1.4958667771283412 -0.3917285605329943
153 1051.99 1096.73 19.04 0.97 0.9969713145025962 -1.1643188160526052
154 1058.68 901.9 18.86 1.06 1.32218953856535 -1.2655231720485354
1055 953.49 1029.34 18.36 0.83 1.739115334543806 -1.7064680832800034
1056 1104.45 1175.72 18.16 0.88 1.42885549604745 -2.187645435519891
157 986.51 1158.36 18.81 0.83 1.0607771232050256 -2.515445447198153
158 988.26 973.51 18.67 0.8 2.2042160688068435 -1.0662607518999603
1059 994.86 982.05 18.36 1.0 0.5064887972137422 -1.6343896758636736
160 1100.02 1208.0 18.63 0.88 1.4284975501869859 -2.122313236641357
161 1126.12 1131.83 18.57 1.04 1.0469479963410204 -1.6183811799420948
162 1131.8 907.23 18.47 0.91 1.2763486551662793 -1.8155026859359211
1063 840.3 1001.69 17.73 0.95 1.4457113755028468 -2.098055541000178
1064 1031.65 1013.54 17.94 0.99 1.3487196277633409 -2.358620007060698
1065 974.98 882.78 18.02 0.82 0.8826146788513178 -1.7210843007784147
166 948.93 935.87 18.31 0.84 1.3702829556980236 -1.7030798113762553
167 1047.74 1073.49 18.31 0.9 0.9754996558636636 -1.1427930532512813
168 1008.37 1142.7 18.07 0.84 1.2551112439079484 -2.0533748414737496
169 924.06 1205.07 18.18 0.8 1.0148009133612845 -1.5653263650267177
1070 986.63 1039.26 17.6 0.84 1.4323003444352023 -0.9908924282079582
1071 1001.51 945.11 17.55 0.83 1.0162834697970107 -1.9276835394788083
1072 873.23 1075.01 17.32 0.79 1.266555786832481 -0.9573709189214819
1073 1010.39 876.1 17.14 0.84 1.6761377772025954 -1.9137566550090332
174 1095.97 956.81 17.73 0.82 1.4362414922173485 -2.207279598975157
175 1148.21 1064.51 17.79 0.88 1.8364627107682976 -1.556853797393215
176 881.0 1027.83 17.6 0.74 -0.030202721302454272 -1.5215379471027441
1077 1023.47 1064.12 16.8 0.67 1.2972490442314852 -1.2057695661917152
1078 961.03 1029.47 16.95 0.78 0.41116128047960954 -1.9012237003200108
1079 1008.62 951.29 16.77 0.82 1.1531995123949745 -2.4270106363834505
1080 992.47 975.39 16.73 0.7 2.067164177915501 -1.0285984909539423
1081 1067.23 1115.15 16.57 0.76 0.7399863013256893 -1.381209146453838
182 1099.04 945.62 16.8 0.64 1.471312468695008 -2.7091996229439097
1083 1129.56 1013.61 16.28 0.72 1.0555323877954772 -1.7051559802646457
184 985.38 1095.75 16.59 0.75 1.4932774631161634 -0.9254552584768938
1085 885.92 944.0 15.92 0.69 1.7837629413654175 -1.3268245894187793
1086 1186.6 1048.32 15.52 0.69 1.120301511429195 -1.3648072918132488
1087 979.6 1016.8 15.57 0.78 1.1413639040100034 -1.7150687282726986
188 1197.13 924.23 15.71 0.73 1.5667766202605709 -1.0253800546495562
189 968.43 1061.53 15.56 0.72 0.49641090138836885 -1.8793085225211559
190 1118.89 1062.14 15.3 0.64 1.5863554022404498 -1.0274753568157637
1091 1089.28 1139.2 14.17 0.62 1.2169309798461911 -1.4917272038506701
1092 983.61 955.7 13.54 0.69 1.3931808871249152 -1.2754911652183125
193 969.38 1101.33 12.87 0.63 1.5761240553680127 -0.995812171476368
194 1003.41 1091.6 13.85 0.66 2.0091479062807203 -1.4219948330606726
20 1507.775333458452 1809.904722866661 16.601665102164 1.628800693227655 5.906395037011084 1.5674201065303612
21 171.2406641166026 374.2468809442066 20.42914374389768 1.351475903957815 5.348462115985728 1.1457698927306317
22 174.2185238651955 1509.9625629145842 18.33353446180064 2.3235053119021494 5.292973448476596 2.187912742626034
23 1612.2366009744853 599.1504325784831 20.660526291219586 0.8835293057646112 5.502546413075824 0.7934143411854648
24 1291.1680888706628 1587.2943413206804 19.15764021070012 0.8354026696742503 3.176267574854905 2.127909730708352
25 1789.1021551412339 256.18603015268513 18.888486807888118 1.3465524274758949 3.68676204204508 -0.30715160915030326
26 726.9142680892994 420.3977653313327 18.368607960910246 1.2939614069763818 4.210073661789718 1.1774580941162174
27 800.9112845303509 765.4578059126179 20.302888629156588 1.4941118260422661 5.30885022582651 0.18335759929612028
28 1967.9605210587356 61.175930663904865 20.329309634518214 -4.3676065175857204e-05 6.0546527420505765 0.20758123470084144
29 165.22102019341673 1037.153876756375 18.683085183546496 0.5099796785165818 4.191065064527856 -1.4007966152368851
210 1985.3052903340995 1376.8646221420086 20.398580266111573 1.5364209664762951 6.056372970746278 1.2995461085416449
211 1180.9323630209312 637.2460983106951 20.36755009032968 0.7688251930272251 1.5049934721226044 0.21994922485574842
212 714.7471176907911 976.4497356058389 19.262696555890866 1.601781415082167 4.042724396877017 1.0580829015065352
213 704.4199088838211 969.131302544333 19.870643938850204 1.445979695978901 4.793632915060688 -0.006959254253196434
214 620.3930076946795 192.06900798651327 19.370150129589423 0.5467464584310573 6.218324636275359 1.571630013556817
215 129.23307472442798 556.2938010789526 18.797328089699693 2.1320717932135302 1.777020458726168 3.941755689797945
216 578.2900952862335 1747.0181803014118 21.230552200483995 1.6643491683017724 2.393275621330198 3.0166917928373103
217 1067.2091157933012 1079.393213906806 18.060856541857458 0.5569935365984121 5.071783347364244 3.6285580618066082
