ID x y V BV pmRA pmDE
103 1220.98 1062.79 20.84 1.46 0.7783138049550699 -2.0090925533478305
1014 1200.78 938.09 20.87 1.48 1.3917850161413305 -1.281162541016568
1015 978.93 930.42 20.46 1.54 1.1860757054168476 -2.9036930574378506
1019 1020.1 892.88 20.67 1.19 1.417853125866452 -1.6258167099544576
1020 1032.26 1056.5 20.52 1.54 -0.072522899758517 -0.5353484214644189
1023 1035.62 1185.69 20.44 1.26 1.316843888281652 -1.0680948700065764
126 1010.2 1128.07 20.7 1.3 1.5055773753171229 -1.4995160620837975
1027 1163.97 987.42 19.93 1.44 0.4627520313157074 -0.9117316109913348
128 1027.74 946.58 20.44 0.94 1.2322273375343713 -0.6833745013492007
130 1173.27 1067.02 20.62 1.24 0.1235411372776013 -1.0819073980898233
131 1028.57 1031.59 20.27 1.2 1.0797065061533722 -2.007215403317938
1032 1245.55 941.49 20.14 1.35 0.44330014530316875 -0.6307830531517808
133 1133.75 962.17 20.1 1.47 1.5798845605892042 -0.928749255192233
134 960.92 1041.32 20.08 0.96 1.6969245476430055 -1.9179764061426483
135 1128.66 878.1 20.18 0.99 1.1171926299289232 -2.099419433619533
1036 1027.97 987.72 19.65 1.23 0.7309208538226075 -0.8997021086556668
137 897.19 1051.49 19.74 0.88 0.9460373217333243 -1.7212402778306084
138 977.53 1030.88 19.83 0.93 1.2244113778781363 -0.7859815856977614
139 1042.25 975.57 19.77 1.1 0.5900202525232623 -2.2199677251740146
1040 1004.32 1005.37 19.38 1.24 1.8856291590533998 -2.5480955572981547
1041 1015.96 1016.64 19.33 1.13 0.7984374230447444 -2.2223244037123076
142 1005.3 1024.16 19.84 1.08 0.9595391092899628 -1.3375805885364067
1043 1087.91 989.6 18.99 0.94 2.2385628349069067 -1.137326919516301
1044 1076.64 1177.58 19.03 1.23 0.8382879586186571 -1.4952966264640466
145 947.97 1036.98 19.39 1.23 1.5031209928914766 -1.106852999218857
146 883.91 995.04 19.18 1.05 1.1430909139877619 -0.6602682038225653
1047 1001.27 1066.0 19.09 1.19 0.9421795507883051 -2.883439094713811
1048 1028.95 1181.76 18.99 1.01 -0.015647206991265428 -1.664850020139511
149 1057.88 1025.47 19.26 1.07 0.8957393965861558 -0.7289565049810571
1050 1086.7 982.56 18.75 1.13 0.9235502454748588 -1.9700421404952677
1051 1018.38 1049.34 18.5 1.08 0.5867702790107011 -1.8566737987004096
152 1109.73 997.41 19.06 1.04 0.8196159204940765 -1.7883019424218323
153 1051.99 1096.73 19.04 0.97 1.3757568481699813 -2.109609430083686
154 1058.68 901.9 18.86 1.06 1.4595471534573603 -1.8845236606930647
1055 953.49 1029.34 18.36 0.83 0.9065272768954683 -1.3468496224917628
1056 1104.45 1175.72 18.16 0.88 0.7183391967520463 -1.7315011342095548
157 986.51 1158.36 18.81 0.83 2.1541241224582306 -0.9793232764460318
158 988.26 973.51 18.67 0.8 1.0482058331938733 -1.7083711314795023
1059 994.86 982.05 18.36 1.0 0.370813585148272 -2.5382163043069585
160 1100.02 1208.0 18.63 0.88 1.7518337248870233 -1.1566343379781534
161 1126.12 1131.83 18.57 1.04 0.8603475168405219 -1.9092875939338718
162 1131.8 907.23 18.47 0.91 0.8070666624592315 -1.5664073379038281
1063 840.3 1001.69 17.73 0.95 0.8156040625451573 -1.1898632341733077
1064 1031.65 1013.54 17.94 0.99 1.3362433021372082 -1.918275208269934
1065 974.98 882.78 18.02 0.82 1.5207155260538956 -2.162681105896057
166 948.93 935.87 18.31 0.84 1.2751503217051126 -0.9659283837091718
167 1047.74 1073.49 18.31 0.9 1.1626875683792923 -1.540571967558109
168 1008.37 1142.7 18.07 0.84 1.1599980865287638 -1.980632810337933
169 924.06 1205.07 18.18 0.8 0.848886435460694 -1.257826494697833
1070 986.63 1039.26 17.6 0.84 0.5431179750606855 -1.723482141196186
1071 1001.51 945.11 17.55 0.83 1.9603679910735248 -2.1100563418142544
1072 873.23 1075.01 17.32 0.79 1.3559240329159339 -1.4822573467211058
1073 1010.39 876.1 17.14 0.84 1.6341401293141438 -2.5818964897169963
174 1095.97 956.81 17.73 0.82 0.6869278222580288 -1.124983925529118
175 1148.21 1064.51 17.79 0.88 1.8218044762822145 -2.465763712978143
176 881.0 1027.83 17.6 0.74 0.6181595779562518 -1.9984125089343276
1077 1023.47 1064.12 16.8 0.67 1.2217741547998602 -2.0439752448115196
1078 961.03 1029.47 16.95 0.78 1.430921071055765 -0.28729988381899507
1079 1008.62 951.29 16.77 0.82 0.8280945849749277 -1.2864270251838807
1080 992.47 975.39 16.73 0.7 0.9960067572036599 -0.2430367193935381
1081 1067.23 1115.15 16.57 0.76 1.3006821486035238 -0.5455642239915697
182 1099.04 945.62 16.8 0.64 0.8614983732969089 -2.1632170750214206
1083 1129.56 1013.61 16.28 0.72 0.04702200383205124 -2.185333031687166
184 985.38 1095.75 16.59 0.75 0.8116417065973052 -2.7330995528849327
1085 885.92 944.0 15.92 0.69 0.33143362730632286 -1.7263834369388433
1086 1186.6 1048.32 15.52 0.69 0.3985349839156662 -2.247278331052048
1087 979.6 1016.8 15.57 0.78 0.8611981785838108 -1.446926596095066
188 1197.13 924.23 15.71 0.73 1.3536210023342414 -1.4889747646550835
189 968.43 1061.53 15.56 0.72 0.4039249203592866 -1.4626345269900116
190 1118.89 1062.14 15.3 0.64 1.7318816483366373 -2.9935501345000204
1091 1089.28 1139.2 14.17 0.62 0.9681939269461849 -1.8732498789658611
1092 983.61 955.7 13.54 0.69 1.4062202433576863 -1.1285207763362295
193 969.38 1101.33 12.87 0.63 -0.3400505831310352 -2.2464156214296485
194 1003.41 1091.6 13.85 0.66 2.153198049166143 -2.4313662492625445
20 683.356850447708 2039.106135460243 20.42396433283903 -0.12497718005291691 5.793778193551976 -3.7395192576447274
21 1823.2638219048106 270.9036734558979 20.422196014533576 1.5646018120917862 4.422383628714957 0.5917161659635184
22 1630.370080192427 1299.932457917345 15.525631050676372 0.343288154763609 5.447029966703582 -4.644613686801332
23 277.81513346261727 1616.3633907311341 19.61265058625769 1.478625182013209 4.593180085294661 -2.562628958242514
24 1462.315739304729 868.9337876520913 19.779868142418692 2.21319267799218 3.2558454615101944 0.9517376844972238
25 1236.6629126907108 1045.7451914998903 13.003737700860539 1.5715136441790745 4.990301543936551 -3.1678094687027802
26 275.8127069215818 1621.7674031615093 17.633096664734822 0.7809765395117836 0.4096843552458549 -0.962452568280508
27 1679.7121071970187 1321.5758066644632 18.54263583026703 1.0086037033046684 5.886787872179157 0.23635799371630029
28 598.2620478462991 1223.120967464048 18.492407410208685 1.9677523950701945 3.2129086650664274 -2.0220858410848663
29 966.2802626806165 1301.3667456311555 17.272428808713123 0.8846962454520666 7.75852708540673 -2.0413879217312676
210 1155.6827127956642 1554.8760785682205 19.294743940111044 0.898278134428216 3.398091178033374 -0.2186952198455222
211 1265.576005770966 817.6342877712586 19.790433541256423 0.39151581385134326 3.889131430367293 -4.339544714289831
212 982.4034669579462 650.8656908305713 15.115211472562558 2.3039793177334165 6.887361797835155 2.048356432293355
213 1160.8481755120977 1442.907526809452 20.30730847250509 0.6016671239526988 5.968893385525267 -3.0820827051884754
214 1569.520261462065 233.15283685239478 19.346135681505658 1.420292739296032 4.597415313882768 -2.413527906796719
215 477.30859082053826 1807.086486013468 20.374453342439335 -0.15944637825843472 6.703230440078713 -1.3992096842157147
216 1101.798999805973 1402.0903381676012 17.97865140386008 0.9197722576391385 3.425955429063974 -1.3682246577713957
217 517.745580338971 1407.108806591548 19.127205798855336 2.769619010742397 7.6854274769060265 -2.9219510566851596
218 1988.0852277727874 541.969432190793 20.99453218981279 0.932717585607413 2.7865216167958464 -4.669920117479492
219 138.99300433121152 1058.4816201375393 20.1913417095429 0.924183245333175 4.153987108057231 -4.979639707690243
220 1941.0067233887166 1412.625421944338 18.11366409849353 1.2634148247456665 3.403327452859072 -1.386053310015546
221 270.64075636757525 672.9074863744081 20.67349470023186 2.748328461481784 6.510704183430098 -1.278469532936179
222 1264.574148564122 399.9653236293416 19.024201932593286 1.5073330325630392 4.384253681388819 -5.318322196173719
223 318.93973355129947 232.8611955736319 17.98357249903028 1.5724207278631313 6.1484065076547045 -2.1385614786745473
224 1930.0794070491536 116.70360833896143 20.69979781240472 1.640553734562584 2.641701101813806 -2.1365944472028273
225 948.4801916426268 1463.875579344912 20.20436763978368 1.306702297170975 2.615540869769423 2.2511347105930906
226 1754.3069379917122 190.16891970641177 19.889404347590773 0.6284994559601322 7.196385931890105 0.07542969287978685
227 1096.3620779763467 441.19312648321306 20.601769727948405 1.3757778535747927 -0.31878930278812323 -4.622934364599523
228 167.7261600035522 1819.5104053565115 17.984571382739 0.9368306692978332 6.082223295799242 -0.0029349076889546577
229 190.70462989647694 1694.7565406880906 19.494434708928537 0.6821699229840565 4.996158757169121 -2.072715429493972
230 550.2748940244619 1537.7567390882286 19.48573852996753 1.6389363799131382 3.2507566762446065 0.8470901648370697
231 1361.3559830273787 823.8236450437828 18.478754700038174 1.222291400180847 5.5500392930992195 -3.750779392908772
232 228.9859335728488 475.6085803181127 19.63950587134522 0.35310065764549864 4.2259571316969655 0.3551000258463115
233 1575.5452749802878 1348.0812880077322 18.963867234364113 1.1673001658970958 3.7772222402600146 -1.5247045908099524
234 1119.3410648364109 419.4890975779708 19.624917531248773 0.22849860625132892 3.666596280471918 -1.5746237597380062
235 1122.3763306079002 1296.3785776789161 19.008883701166372 1.537381442541396 4.01140535121398 0.2183621181171267
236 223.07454502418454 1112.7328562344348 19.116984671461644 0.32696217594416926 2.250472133027505 -1.8013639742474088
