ID x y V BV pmRA pmDE
103 1220.98 1062.79 20.84 1.46 3.7465333114598565 5.514784117050837
1014 1200.78 938.09 20.87 1.48 3.608606832996588 3.6953481792611043
1015 978.93 930.42 20.46 1.54 3.8115108556509463 4.31148340709385
1019 1020.1 892.88 20.67 1.19 4.018445228563736 4.7949003269964185
1020 1032.26 1056.5 20.52 1.54 3.5843206749366128 5.0275104595584965
1023 1035.62 1185.69 20.44 1.26 4.3012943574466584 4.082703581827228
126 1010.2 1128.07 20.7 1.3 4.292362086288796 4.163413164429249
1027 1163.97 987.42 19.93 1.44 4.226493309296728 4.763959834744812
128 1027.74 946.58 20.44 0.94 3.5976215646904945 4.415165674429142
130 1173.27 1067.02 20.62 1.24 4.00737802858342 5.16295645396891
131 1028.57 1031.59 20.27 1.2 5.028672410192147 4.031621294860852
1032 1245.55 941.49 20.14 1.35 4.4928982645874145 4.168580515414689
133 1133.75 962.17 20.1 1.47 2.7569545872042696 4.363084877894324
134 960.92 1041.32 20.08 0.96 5.069992198100984 5.107835497113527
135 1128.66 878.1 20.18 0.99 5.64160299331881 3.9660705511665992
1036 1027.97 987.72 19.65 1.23 4.340582648975924 4.788101354589667
137 897.19 1051.49 19.74 0.88 3.3172339770777595 3.850733436626636
138 977.53 1030.88 19.83 0.93 3.792907345884564 4.735026835462464
139 1042.25 975.57 19.77 1.1 3.995243311434515 3.5056846606591674
1040 1004.32 1005.37 19.38 1.24 3.603031172149488 3.5008677233819916
1041 1015.96 1016.64 19.33 1.13 5.05212415573418 5.026567404609603
142 1005.3 1024.16 19.84 1.08 3.9767079308253153 4.655110763120272
1043 1087.91 989.6 18.99 0.94 4.287740052571593 4.013724767035745
1044 1076.64 1177.58 19.03 1.23 3.712102850230056 4.07736363400282
145 947.97 1036.98 19.39 1.23 3.9673139542752534 4.232292546420812
146 883.91 995.04 19.18 1.05 3.9393099004925163 4.943120118394429
1047 1001.27 1066.0 19.09 1.19 4.601651355154408 3.9259047907105895
1048 1028.95 1181.76 18.99 1.01 4.3175338734754005 4.655946680626519
149 1057.88 1025.47 19.26 1.07 4.314511741965791 4.787232391491216
1050 1086.7 982.56 18.75 1.13 4.025581268013169 4.13590966631251
1051 1018.38 1049.34 18.5 1.08 4.472655222489451 4.4550747536014335
152 1109.73 997.41 19.06 1.04 3.1514912112345064 3.879242877358985
153 1051.99 1096.73 19.04 0.97 4.1143944802236065 4.597994566214347
154 1058.68 901.9 18.86 1.06 4.074970080095045 4.544749565177961
1055 953.49 1029.34 18.36 0.83 4.874591664098244 5.082570075058585
1056 1104.45 1175.72 18.16 0.88 3.8119377737232645 5.412035880604403
157 986.51 1158.36 18.81 0.83 3.341243646609059 4.58545414038667
158 988.26 973.51 18.67 0.8 3.941877472077409 4.171297603937298
1059 994.86 982.05 18.36 1.0 4.868127036212659 5.3479927706106825
160 1100.02 1208.0 18.63 0.88 4.7184325381529195 4.1649224861498055
161 1126.12 1131.83 18.57 1.04 4.187925721268744 4.897820290274595
162 1131.8 907.23 18.47 0.91 5.105661686882538 5.361776031750418
1063 840.3 1001.69 17.73 0.95 4.024381369745405 4.37998621045369
1064 1031.65 1013.54 17.94 0.99 3.751231723994068 5.125751201079931
1065 974.98 882.78 18.02 0.82 2.978736185088499 4.927393731550757
166 948.93 935.87 18.31 0.84 3.7871353589466064 3.775575942561418
167 1047.74 1073.49 18.31 0.9 4.873854334879442 4.798018690465658
168 1008.37 1142.7 18.07 0.84 3.4912658223474327 3.621831811296984
169 924.06 1205.07 18.18 0.8 4.597085467066429 4.393041010366279
1070 986.63 1039.26 17.6 0.84 4.244088696255773 4.411958914899956
1071 1001.51 945.11 17.55 0.83 4.219436526790255 5.1773535546939
1072 873.23 1075.01 17.32 0.79 4.46361058332265 5.063405436332095
1073 1010.39 876.1 17.14 0.84 4.343178157758026 5.0489109362657665
174 1095.97 956.81 17.73 0.82 4.024153003538808 3.971985995450251
175 1148.21 1064.51 17.79 0.88 3.935581794491551 3.5689299997271644
176 881.0 1027.83 17.6 0.74 4.314216975553857 4.48412714656201
